Total,Year,residence,region,wealth_q,eth_hoh,elderly_hoh,sex_hoh,sex_ch,mother_edu,ch_age_cat_0_5,ch_age_cat_6_8,ch_age_cat_9_23,ch_age_cat_12_23,ch_age_cat_6_23,breastmilk,liquids_none,solids_none,excl_bf,cont_1223_bf,grains,legumes,dairy,flesh,eggs,vitaminA,other,mdd_ch,formula_times,other_milk_times,yogurt_times,solid_semi_soft_times,mmf_bf_68,mmf_bf_923,solid_semi_soft_milk_times,mmf_nbf_623,mmf_ch,mad_bf_623,milk_feeds_2,mad_nbf_623,mad_ch,chweight
Total,2014,Rural,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,100,0,100,0,0,0,,,100,0,100,100,0,100,100,100.0,4.0,0.0,0.0,4.0,0,0,100,100,100.0,0,100,100,100.0,1.0465817489727276
Total,2014,Rural,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,100,0,100,100,0,100,100,,5.0,0.0,1.0,6.0,0,0,100,0,,0,100,0,,1.0465817489727276
Total,2014,Rural,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,100,100,0,100.0,7.0,0.0,1.0,3.0,0,0,100,100,100.0,0,100,100,100.0,1.0465817489727276
Total,2014,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,100,100,100,100.0,0.0,3.0,0.0,4.0,0,0,100,100,100.0,0,100,100,100.0,1.0465817489727276
Total,2014,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.0465817489727276
Total,2014,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,,,100,0,100,100,0,100,0,,2.0,1.0,1.0,4.0,0,0,100,0,,0,100,0,,1.0465817489727276
Total,2014,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,100,0,100,100,0,100,0,,3.0,0.0,1.0,3.0,0,0,100,0,,0,100,0,,0.48413305394656814
Total,2014,Rural,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.48413305394656814
Total,2014,Rural,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Higher,0,0,100,100,100,0,0,0,,0.0,100,100,100,100,100,100,0,100.0,5.0,0.0,3.0,6.0,0,0,100,100,100.0,0,100,100,100.0,0.48413305394656814
Total,2014,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,100,0,100,100,0,100,0,,0.0,3.0,0.0,6.0,0,0,100,0,,0,100,0,,0.48413305394656814
Total,2014,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,100,0,0,100,0,0.0,0.0,4.0,0.0,5.0,0,0,100,100,100.0,0,100,0,0.0,0.48413305394656814
Total,2014,Rural,Southeast,Poor,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.48413305394656814
Total,2014,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,0,100,100,100.0,4.0,5.0,0.0,4.0,0,0,100,100,100.0,0,100,100,100.0,1.073417178433567
Total,2014,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,0,0,100,0,0,0,0,,0.0,2.0,0.0,0.0,0,0,0,0,,0,100,0,,1.073417178433567
Total,2014,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Higher,100,0,0,0,0,100,0,0,0.0,,0,100,100,100,0,100,0,,0.0,1.0,1.0,5.0,0,0,100,0,,0,100,0,,1.073417178433567
Total,2014,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.073417178433567
Total,2014,Rural,Southeast,Middle,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,,,100,100,100,100,0,100,0,,2.0,3.0,0.0,3.0,0,0,100,0,,0,100,0,,1.073417178433567
Total,2014,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,100,0,100,100,100,100,0,,7.0,0.0,0.0,3.0,0,0,100,0,,0,100,0,,1.073417178433567
Total,2014,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.073417178433567
Total,2014,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,0,100,100,0,100,0,100.0,3.0,2.0,1.0,3.0,0,100,100,0,100.0,100,100,0,100.0,1.0423200640406143
Total,2014,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,100,0,100,100,100,100,0,,4.0,4.0,1.0,4.0,0,0,100,0,,0,100,0,,1.0423200640406143
Total,2014,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.0423200640406143
Total,2014,Urban,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,100,0,100,100,0,100,100,,1.0,0.0,0.0,5.0,0,0,100,0,,0,0,0,,1.0423200640406143
Total,2014,Urban,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.0423200640406143
Total,2014,Urban,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.0423200640406143
Total,2014,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,0,0,100,0,0,0,0,,0.0,1.0,0.0,0.0,0,0,0,0,,0,0,0,,1.0423200640406143
Total,2014,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.8979348096605371
Total,2014,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,100,0,100,100,100,100,0,,0.0,4.0,0.0,4.0,0,0,100,0,,0,100,0,,0.8979348096605371
Total,2014,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Higher,100,0,0,0,0,100,0,100,0.0,,0,0,100,0,0,0,0,,0.0,1.0,0.0,0.0,0,0,0,0,,0,0,0,,0.8979348096605371
Total,2014,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.8979348096605371
Total,2014,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.8979348096605371
Total,2014,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,0,0,100,0,0,0,0,,0.0,7.0,0.0,0.0,0,0,100,0,,0,100,0,,1.0961209189045018
Total,2014,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.0961209189045018
Total,2014,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,100,100,100,100,100,100,100.0,0.0,0.0,1.0,3.0,0,0,100,100,100.0,0,0,0,0.0,1.0961209189045018
Total,2014,Urban,Southeast,Middle,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,0,0,100,0,0,0,0,,7.0,0.0,0.0,0.0,0,0,100,0,,0,100,0,,1.0469276173851203
Total,2014,Urban,Southeast,Poor,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,100,0,100,100,0,100,0,,1.0,1.0,0.0,4.0,0,0,100,0,,0,100,0,,1.0469276173851203
Total,2014,Urban,Southeast,Poor,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,0,100,0,0.0,1.0,1.0,0.0,4.0,0,0,100,100,100.0,0,100,0,0.0,1.0469276173851203
Total,2014,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.0469276173851203
Total,2014,Urban,Southeast,Middle,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.0469276173851203
Total,2014,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,0,0,100,0,0,0,0,,3.0,3.0,0.0,0.0,0,0,100,0,,0,100,0,,1.0469276173851203
Total,2014,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,0,100,100,100.0,4.0,0.0,2.0,5.0,0,0,100,100,100.0,0,100,100,100.0,1.0469276173851203
Total,2014,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.0469276173851203
Total,2014,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,100,0,0,100,100,0,0,,,100,0,100,100,0,100,0,100.0,0.0,3.0,0.0,2.0,100,0,100,0,100.0,100,100,0,100.0,1.0506712832430987
Total,2014,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,100,0,0,100,100,0,0,,,100,0,100,100,0,100,0,100.0,0.0,3.0,1.0,4.0,100,0,100,0,100.0,100,100,0,100.0,1.0506712832430987
Total,2014,Urban,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.0506712832430987
Total,2014,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.0506712832430987
Total,2014,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.0506712832430987
Total,2014,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.0506712832430987
Total,2014,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,0,0,100,0.0,,0,0,100,0,0,0,0,,0.0,7.0,0.0,0.0,0,0,100,0,,0,100,0,,1.0506712832430987
Total,2014,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,0,100,100,0,0,,,100,0,100,100,0,100,0,100.0,1.0,0.0,1.0,4.0,0,100,100,0,100.0,100,100,0,100.0,1.0506712832430987
Total,2014,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,100,0,100,100,0,100,0,,3.0,0.0,3.0,3.0,0,0,100,0,,0,100,0,,1.0506712832430987
Total,2014,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,100,0,100,100,0,100,0,,2.0,0.0,1.0,3.0,0,0,100,0,,0,100,0,,0.8235397368965729
Total,2014,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,0,0,100,100,0,0,0.0,0.0,0.0,0.0,5.0,0,100,100,0,100.0,0,0,0,0.0,0.8235397368965729
Total,2014,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.8235397368965729
Total,2014,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.8235397368965729
Total,2014,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.8235397368965729
Total,2014,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.8235397368965729
Total,2014,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.8235397368965729
Total,2014,Rural,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,0,100,100,0,0,,,100,0,100,0,100,100,0,100.0,0.0,2.0,0.0,3.0,0,100,100,0,100.0,100,100,0,100.0,0.8235397368965729
Total,2014,Rural,Southeast,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,100,100,0,0,100,0,0.0,1.0,4.0,0.0,3.0,0,0,100,100,100.0,0,100,0,0.0,1.0042956177011024
Total,2014,Rural,Southeast,Poorest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.0042956177011024
Total,2014,Rural,Southeast,Poorest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,100,100,100,100,100,0,100.0,3.0,1.0,0.0,3.0,0,0,100,100,100.0,0,100,100,100.0,1.0042956177011024
Total,2014,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,100,0,100,100,100,100,100,,3.0,0.0,0.0,4.0,0,0,100,0,,0,100,0,,1.0042956177011024
Total,2014,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,100,0,0,0,0,100,0,100,0.0,,0,0,100,0,0,0,0,,0.0,4.0,0.0,0.0,0,0,100,0,,0,100,0,,1.0042956177011024
Total,2014,Rural,Southeast,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,100,0,100,100,0,100,0,,1.0,0.0,0.0,3.0,0,0,100,0,,0,0,0,,1.0042956177011024
Total,2014,Rural,Southeast,Poorest,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,0,0,0,,0.0,100,100,100,100,0,0,0,0.0,1.0,0.0,0.0,3.0,0,0,100,100,100.0,0,0,0,0.0,1.0762019871512014
Total,2014,Rural,Southeast,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,100,100,0,0,0,,0.0,100,0,0,100,100,100,100,100.0,0.0,0.0,0.0,3.0,0,0,0,0,0.0,0,0,0,0.0,1.0762019871512014
Total,2014,Rural,Southeast,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.0762019871512014
Total,2014,Rural,Southeast,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.0762019871512014
Total,2014,Rural,Southeast,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.0762019871512014
Total,2014,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.1093766539110914
Total,2014,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.1093766539110914
Total,2014,Rural,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.1093766539110914
Total,2014,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,100,100,0,100.0,1.0,3.0,1.0,3.0,0,0,100,100,100.0,0,100,100,100.0,1.1093766539110914
Total,2014,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.1093766539110914
Total,2014,Rural,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,100,0,100,100,0,100,0,,1.0,2.0,1.0,4.0,0,0,100,0,,0,100,0,,1.1093766539110914
Total,2014,Rural,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,100,0,0,0,0,100,0,100,0.0,,0,0,100,0,0,0,0,,0.0,2.0,0.0,0.0,0,0,0,0,,0,100,0,,1.1093766539110914
Total,2014,Rural,Southeast,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.1093766539110914
Total,2014,Rural,Southeast,Middle,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,100,100,100,100,100,100,100,,3.0,0.0,0.0,1.0,0,0,100,0,,0,100,0,,1.0465817489727278
Total,2014,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,100,100,100,100,100,100,0,,0.0,4.0,0.0,6.0,0,0,100,0,,0,100,0,,1.0465817489727278
Total,2014,Rural,Southeast,Middle,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.0465817489727278
Total,2014,Rural,Southeast,Middle,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,0,100,100,100,100,0,100.0,3.0,0.0,1.0,4.0,0,100,100,0,100.0,100,100,0,100.0,1.0465817489727278
Total,2014,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.0465817489727278
Total,2014,Rural,Southeast,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.0592675883542155
Total,2014,Rural,Southeast,Poor,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.0592675883542155
Total,2014,Rural,Southeast,Poor,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,0,100,0,0.0,2.0,0.0,1.0,4.0,0,0,100,100,100.0,0,100,0,0.0,1.0592675883542155
Total,2014,Rural,Southeast,Middle,Other/Missing,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.0592675883542155
Total,2014,Rural,Southeast,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,0,100,100,100,100,0,100.0,2.0,0.0,1.0,2.0,0,0,100,0,0.0,0,100,0,0.0,1.0592675883542155
Total,2014,Rural,Southeast,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.0592675883542155
Total,2014,Rural,Southeast,Poor,Other/Missing,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,100,0,0,100,0,0,0,,,100,0,100,100,100,0,0,0.0,1.0,2.0,0.0,2.0,0,0,100,100,100.0,0,100,0,0.0,1.0592675883542155
Total,2014,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,0,100,0,0.0,0.0,3.0,1.0,5.0,0,0,100,100,100.0,0,100,0,0.0,0.9398308852689101
Total,2014,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.9398308852689101
Total,2014,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,100,0,100,100,100,100,100,,3.0,0.0,1.0,4.0,0,0,100,0,,0,100,0,,1.1066315214547697
Total,2014,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.1066315214547697
Total,2014,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,0,0,0.0,,100,0,0,0,0,0,0,,0.0,0.0,0.0,1.0,0,0,0,0,,0,0,0,,1.1066315214547697
Total,2014,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,0,100,100,0,100,100,100.0,3.0,0.0,0.0,3.0,0,100,100,0,100.0,100,100,0,100.0,1.1066315214547697
Total,2014,Rural,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,100,0,100,100,100,100,0,,1.0,0.0,1.0,4.0,0,0,100,0,,0,100,0,,1.1066315214547697
