Total,Year,residence,region,wealth_q,eth_hoh,elderly_hoh,sex_hoh,sex_ch,mother_edu,ch_age_cat_0_5,ch_age_cat_6_8,ch_age_cat_9_23,ch_age_cat_12_23,ch_age_cat_6_23,breastmilk,liquids_none,solids_none,excl_bf,cont_1223_bf,grains,legumes,dairy,flesh,eggs,vitaminA,other,mdd_ch,formula_times,other_milk_times,yogurt_times,solid_semi_soft_times,mmf_bf_68,mmf_bf_923,solid_semi_soft_milk_times,mmf_nbf_623,mmf_ch,mad_bf_623,milk_feeds_2,mad_nbf_623,mad_ch,chweight
Total,2021,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: YES,Female,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.5143503873936016
Total,2021,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,Female,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.5224483262011685
Total,2021,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,Female,Mother Edu: None/ECE,0,0,100,100,100,100,0,0,,100.0,100,0,0,0,0,100,0,0.0,0.0,0.0,0.0,3.0,0,100,0,0,100.0,0,0,0,0.0,0.5224483262011685
Total,2021,Urban,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,100,0,0,100,100,0.0,2.0,1.0,0.0,7.0,0,0,100,100,100.0,0,100,0,0.0,0.8774271527773141
Total,2021,Urban,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Higher,0,0,100,100,100,100,0,0,,100.0,100,100,100,100,0,100,100,100.0,3.0,0.0,0.0,3.0,0,100,100,0,100.0,100,100,0,100.0,0.6661462575392733
Total,2021,Rural,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: YES,Male,Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,100,100,100,100,100,100,100.0,4.0,0.0,0.0,3.0,0,0,100,100,100.0,0,100,100,100.0,0.6224080818847973
Total,2021,Rural,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: YES,Male,Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,100,100,100,100,100,100,100.0,4.0,0.0,0.0,3.0,0,0,100,100,100.0,0,100,100,100.0,0.6224080818847973
Total,2021,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.0520640036475455
Total,2021,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: YES,Female,Male,Mother Edu: None/ECE,0,100,0,0,100,0,0,0,,,100,0,100,100,0,100,0,0.0,4.0,0.0,0.0,2.0,0,0,100,100,100.0,0,100,0,0.0,0.5321908770210105
Total,2021,Rural,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: YES,Male,Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,100,100,100,0,100,0,100.0,1.0,0.0,0.0,2.0,0,0,0,0,0.0,0,0,0,0.0,0.6621825311369808
Total,2021,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.8198165867824757
Total,2021,Rural,Central Highlands,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.5144512560968783
Total,2021,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,0,100,0,0.0,3.0,0.0,0.0,4.0,0,0,100,100,100.0,0,100,0,0.0,0.5473268179250339
Total,2021,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Female,Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,0,100,100,0,100,100,100.0,2.0,2.0,0.0,3.0,0,100,100,0,100.0,100,100,0,100.0,1.1332864328787156
Total,2021,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Female,Female,Mother Edu: Primary,0,0,100,100,100,100,0,0,,100.0,100,0,0,100,0,100,0,0.0,0.0,0.0,0.0,3.0,0,100,0,0,100.0,0,0,0,0.0,0.3400032613987239
Total,2021,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Female,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.7040054875046629
Total,2021,Rural,Central Highlands,Poor,Other/Missing,Elderly HoH: YES,Female,Female,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.3561240537873476
Total,2021,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Female,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.7040054875046629
Total,2021,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Female,Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,0,100,100,100,100,100,100.0,1.0,0.0,0.0,3.0,0,100,100,0,100.0,100,0,0,100.0,0.7040054875046629
Total,2021,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: YES,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.334733217516681
Total,2021,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Female,Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,0,100,100,0,100,100,100.0,3.0,3.0,0.0,1.0,0,0,100,0,0.0,0,100,0,0.0,0.3195807316124723
Total,2021,Urban,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,100,100,100,100.0,0.0,3.0,1.0,3.0,0,0,100,100,100.0,0,100,100,100.0,0.8564440367681344
Total,2021,Urban,Central Highlands,Richest,"Tay, Thai, Muong, Nung",Elderly HoH: YES,Female,Male,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.6502157906546053
Total,2021,Urban,Central Highlands,Richest,"Tay, Thai, Muong, Nung",Elderly HoH: YES,Female,Male,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.6502157906546053
Total,2021,Urban,Central Highlands,Richest,"Tay, Thai, Muong, Nung",Elderly HoH: YES,Female,Male,Mother Edu: Higher,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,100,100,0,100.0,2.0,1.0,0.0,3.0,0,0,100,100,100.0,0,100,100,100.0,0.6502157906546053
Total,2021,Urban,Central Highlands,Richest,"Tay, Thai, Muong, Nung",Elderly HoH: YES,Female,Male,Mother Edu: Higher,0,0,100,100,100,100,0,0,,100.0,100,0,100,100,0,100,0,100.0,2.0,0.0,0.0,2.0,0,0,100,0,0.0,0,100,0,0.0,0.6502157906546053
Total,2021,Urban,Central Highlands,Rich,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.5559678962289459
Total,2021,Urban,Central Highlands,Rich,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.591496542976972
Total,2021,Urban,Central Highlands,Middle,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,Male,Mother Edu: Secondary,100,0,0,0,0,100,100,100,100.0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.6502157906546053
Total,2021,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.6572270533135051
Total,2021,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,0,0,100,0,0,0,0,,7.0,0.0,0.0,0.0,0,0,100,0,,0,100,0,,0.6572270533135051
Total,2021,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,0,100,100,0,100,0,100.0,2.0,2.0,1.0,3.0,0,100,100,0,100.0,100,100,0,100.0,0.8136814462070477
Total,2021,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,100,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.1109189374929516
Total,2021,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.5365243149396711
Total,2021,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,0,100,0,0,0,0,0.0,2.0,0.0,0.0,3.0,0,100,100,0,100.0,0,100,0,0.0,1.0441908273044593
Total,2021,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Higher,0,100,0,0,100,100,0,0,,,100,0,100,100,0,100,0,100.0,2.0,0.0,0.0,1.0,0,0,0,0,0.0,0,100,0,0.0,0.5042976128844399
Total,2021,Rural,Central Highlands,Poor,Other/Missing,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.33083357427488336
Total,2021,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: YES,Male,Female,Mother Edu: Primary,0,0,100,100,100,100,0,0,,100.0,100,0,100,0,0,100,0,0.0,0.0,1.0,0.0,3.0,0,100,100,0,100.0,0,0,0,0.0,0.36866363314605705
Total,2021,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Higher,0,0,100,0,100,100,0,0,,,100,0,100,100,0,100,100,100.0,3.0,0.0,0.0,4.0,0,100,100,0,100.0,100,100,0,100.0,0.33083357427488336
Total,2021,Rural,Central Highlands,Poor,Other/Missing,Elderly HoH: YES,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.43115963590270084
Total,2021,Rural,Central Highlands,Middle,Other/Missing,Elderly HoH: NO,Male,Female,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.36866363314605705
Total,2021,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Female,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.7287944131210243
Total,2021,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Female,Male,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,0,0,100,0,0,0,0,,6.0,0.0,0.0,0.0,0,0,100,0,,0,100,0,,0.6850188753547454
Total,2021,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.5144512560968781
Total,2021,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Female,Female,Mother Edu: Higher,0,100,0,0,100,100,0,0,,,100,0,0,0,0,100,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0.0,0,0,0,0.0,0.6704598127761932
Total,2021,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Female,Female,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.6704598127761932
Total,2021,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: YES,Female,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.5540077404303697
Total,2021,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.0294092640732022
Total,2021,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,100,0,0,0,0,100,100,100,100.0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.0294092640732022
Total,2021,Rural,Central Highlands,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.33860906011290287
Total,2021,Rural,Central Highlands,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Higher,100,0,0,0,0,100,0,0,0.0,,100,0,0,0,0,100,0,,0.0,0.0,0.0,1.0,0,0,0,0,,0,0,0,,0.3182702739859638
Total,2021,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Female,Female,Mother Edu: None/ECE,0,0,100,100,100,100,0,0,,100.0,100,0,100,0,100,100,0,100.0,0.0,2.0,0.0,3.0,0,100,100,0,100.0,100,100,0,100.0,0.4354992075111573
Total,2021,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Female,Male,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.333360626323441
Total,2021,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Female,Male,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.333360626323441
Total,2021,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Female,Male,Mother Edu: None/ECE,0,0,100,100,100,100,0,0,,100.0,100,0,100,0,100,100,0,100.0,0.0,3.0,0.0,3.0,0,100,100,0,100.0,100,100,0,100.0,0.333360626323441
Total,2021,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,Female,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.4354992075111573
Total,2021,Rural,Central Highlands,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.546343870548147
Total,2021,Rural,Central Highlands,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.546343870548147
Total,2021,Urban,Central Highlands,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.6411266104713849
Total,2021,Urban,Central Highlands,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,Male,Mother Edu: Secondary,100,0,0,0,0,100,0,0,0.0,,100,0,0,0,0,0,0,,0.0,0.0,0.0,1.0,0,0,0,0,,0,0,0,,0.6026168995784777
Total,2021,Urban,Central Highlands,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: YES,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.6106340694110005
Total,2021,Urban,Central Highlands,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Female,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.5221234916401665
Total,2021,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.6261660352552965
Total,2021,Urban,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,100,100,0,100.0,0.0,4.0,1.0,5.0,0,0,100,100,100.0,0,100,100,100.0,0.6574341784806765
Total,2021,Rural,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,2.1891025732035287
Total,2021,Rural,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.7058492577051296
Total,2021,Rural,Southeast,Middle,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.6033862485768624
Total,2021,Rural,Southeast,Middle,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.6033862485768624
Total,2021,Rural,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,2.057612621246919
Total,2021,Rural,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.2780841485215764
Total,2021,Rural,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Higher,0,0,100,100,100,100,0,0,,100.0,100,0,100,100,0,100,100,100.0,0.0,0.0,1.0,5.0,0,100,100,0,100.0,100,0,0,100.0,1.2780841485215764
Total,2021,Rural,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,2.057612621246919
Total,2021,Rural,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,100,0,0,0,0,100,100,100,100.0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.9937351545352775
Total,2021,Rural,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,2.1891025732035287
Total,2021,Rural,Southeast,Poor,Kinh and Hoa,Elderly HoH: NO,Female,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,2.163940474660959
Total,2021,Rural,Southeast,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.028887942571668
Total,2021,Rural,Southeast,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,2.163940474660959
Total,2021,Rural,Southeast,Poorest,Other/Missing,Elderly HoH: NO,Male,Male,Mother Edu: Primary,0,0,100,100,100,0,0,0,,0.0,0,0,100,0,0,0,0,0.0,0.0,4.0,0.0,3.0,0,0,100,100,100.0,0,100,0,0.0,0.34010784812622
Total,2021,Rural,Southeast,Poorest,Other/Missing,Elderly HoH: NO,Male,Male,Mother Edu: None/ECE,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.3247120669340338
Total,2021,Rural,Southeast,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.3247120669340338
Total,2021,Rural,Southeast,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Primary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,100,100,0,100.0,0.0,1.0,0.0,1.0,0,0,0,0,0.0,0,0,0,0.0,0.3454625102584987
Total,2021,Rural,Southeast,Poorest,Other/Missing,Elderly HoH: NO,Male,Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.3247120669340338
Total,2021,Rural,Southeast,Poorest,Other/Missing,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,0,0,100,0,100,100,100.0,0.0,0.0,0.0,4.0,0,100,100,0,100.0,100,0,0,100.0,0.3454625102584987
Total,2021,Rural,Southeast,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Primary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,0,100,0,0.0,7.0,0.0,0.0,0.0,0,0,100,0,0.0,0,100,0,0.0,0.527702994435125
Total,2021,Rural,Southeast,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.43078793873974086
Total,2021,Rural,Southeast,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,Male,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.40491236485766247
Total,2021,Rural,Southeast,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,Female,Mother Edu: Primary,0,100,0,0,100,0,0,0,,,100,0,100,100,0,100,0,0.0,3.0,0.0,0.0,0.0,0,0,0,0,0.0,0,100,0,0.0,0.43078793873974086
Total,2021,Rural,Southeast,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.6533238909064533
Total,2021,Rural,Southeast,Middle,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Female,Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,0,100,0,0.0,5.0,0.0,0.0,0.0,0,0,100,0,0.0,0,100,0,0.0,0.45121316317840426
Total,2021,Rural,Southeast,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.8919828344468298
Total,2021,Rural,Southeast,Middle,Kinh and Hoa,Elderly HoH: YES,Male,Female,Mother Edu: Secondary,0,0,100,0,100,100,0,0,,,100,0,100,100,0,100,0,100.0,0.0,0.0,1.0,3.0,0,100,100,0,100.0,100,0,0,100.0,1.0927316862089729
Total,2021,Rural,Southeast,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,100,0,0,100,0,0,0,,,100,0,100,0,0,0,0,0.0,7.0,0.0,0.0,0.0,0,0,100,0,0.0,0,100,0,0.0,1.027096005779975
Total,2021,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Higher,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,0,100,0,0.0,6.0,0.0,0.0,0.0,0,0,100,0,0.0,0,100,0,0.0,1.027096005779975
Total,2021,Rural,Southeast,Poorest,Khmer,Elderly HoH: NO,Female,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.0927316862089729
Total,2021,Rural,Southeast,Poorest,Khmer,Elderly HoH: NO,Female,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.0927316862089729
Total,2021,Rural,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Female,Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,0,100,100,0,100,0,100.0,0.0,5.0,0.0,3.0,0,100,100,0,100.0,100,100,0,100.0,1.7708961084502166
Total,2021,Rural,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.3799635745948402
Total,2021,Rural,Southeast,Middle,Kinh and Hoa,Elderly HoH: YES,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.0476739497371959
Total,2021,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.4681489513035948
