Total,Year,residence,region,wealth_q,eth_hoh,elderly_hoh,sex_hoh,sex_ch,mother_edu,ch_age_cat_0_5,ch_age_cat_6_8,ch_age_cat_9_23,ch_age_cat_12_23,ch_age_cat_6_23,breastmilk,liquids_none,solids_none,excl_bf,cont_1223_bf,chweight
Total,2006,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,0.3120616991485285
Total,2006,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Primary,100,0,0,0,0,100,0,100,0.0,,0.3120616991485285
Total,2006,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: YES,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,Male,Mother Edu: None/ECE,0,0,0,0,0,0,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,0.3120616991485285
Total,2006,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,Female,Mother Edu: None/ECE,0,0,0,0,0,0,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Poor,Other/Missing,Elderly HoH: NO,Male,Female,Mother Edu: Primary,100,0,0,0,0,100,0,100,0.0,,0.3120616991485285
Total,2006,Rural,Central Highlands,Poor,Other/Missing,Elderly HoH: NO,Female,Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Poor,Other/Missing,Elderly HoH: NO,Female,Female,Mother Edu: Primary,0,0,100,100,100,100,0,0,,100.0,0.3120616991485285
Total,2006,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Middle,Other/Missing,Elderly HoH: NO,Female,Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,0.3120616991485285
Total,2006,Rural,Central Highlands,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: None/ECE,0,0,100,100,100,100,0,100,,100.0,0.3120616991485285
Total,2006,Rural,Central Highlands,Middle,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,100,0,100,100,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Middle,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,Male,Mother Edu: Primary,0,100,0,0,100,100,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,0.3120616991485285
Total,2006,Rural,Central Highlands,Middle,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,Male,Mother Edu: Primary,0,0,100,100,100,0,0,0,,0.0,0.3120616991485285
Total,2006,Rural,Central Highlands,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,0.3120616991485285
Total,2006,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,0.3120616991485285
Total,2006,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,0.3120616991485285
Total,2006,Rural,Central Highlands,Poorest,Kinh and Hoa,Elderly HoH: YES,Male,Female,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,0.3120616991485285
Total,2006,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,100,0,0,100,100,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,0.3120616991485285
Total,2006,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,0.3120616991485285
Total,2006,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,0.3120616991485285
Total,2006,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,0.3120616991485285
Total,2006,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,100,0,100,0,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,0.3120616991485285
Total,2006,Rural,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,0.3120616991485285
Total,2006,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,0.3120616991485285
Total,2006,Rural,Central Highlands,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: YES,Male,Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,0.3120616991485285
Total,2006,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Primary,0,0,100,100,100,100,0,0,,100.0,0.3120616991485285
Total,2006,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.3120616991485285
Total,2006,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,0.3120616991485285
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,Male,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,Male,Mother Edu: Higher,100,0,0,0,0,100,0,0,0.0,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Male,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Female,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,Male,Mother Edu: Higher,0,0,100,100,100,0,0,0,,0.0,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Female,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Male,Mother Edu: Secondary,0,0,100,0,100,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Primary,0,0,100,100,100,0,0,0,,0.0,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Female,Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Female,Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Female,Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Female,Female,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Female,Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Female,Male,Mother Edu: Secondary,0,0,100,0,100,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Female,Male,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,Male,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Female,Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Female,Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Female,Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,Female,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,Male,Mother Edu: Primary,100,0,0,0,0,100,0,100,0.0,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Female,Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,Male,Mother Edu: Higher,0,100,0,0,100,100,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,Male,Mother Edu: Secondary,0,100,0,0,100,100,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Female,Mother Edu: Higher,0,0,100,100,100,0,0,0,,0.0,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Female,Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Higher,100,0,0,0,0,100,0,100,0.0,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Higher,0,0,100,0,100,100,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,Male,Mother Edu: Higher,0,0,100,100,100,100,0,0,,100.0,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,Female,Mother Edu: Higher,0,0,100,100,100,0,0,0,,0.0,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Secondary,0,100,0,0,100,100,0,100,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,Female,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Male,Mother Edu: Secondary,0,0,100,0,100,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Higher,0,0,100,100,100,0,0,0,,0.0,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Higher,0,0,100,100,100,0,0,0,,0.0,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Female,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Male,Mother Edu: Primary,100,0,0,0,0,100,0,100,0.0,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Male,Mother Edu: Secondary,0,100,0,0,100,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,Female,Mother Edu: Higher,0,0,100,100,100,0,0,0,,0.0,1.308197814694605
Total,2006,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.308197814694605
Total,2006,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: YES,Female,Female,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,1.308197814694605
